id,name,code,measureName,is_ingredient
9e7074cc-28f8-4455-8eb7-c57480e51f69,rice vinegar,458,,0
0486398b-002e-4670-9fe0-83332486bac2,nori,460,,0
3490a3ce-ea0f-4bbf-8c2f-84c846ab91a3,bread cramb panco,461,,0
af07decc-9a33-4de5-bd6f-14eee2790b98,sushi pink ginger,462,,0
f3dd2b80-0dc2-4b7e-972d-e1d492fbc16c,Tom Yam paste,463,,0
11acf398-e208-4032-8bbe-05426e88befe,Galangal,464,,0
f2c79f2b-9854-42e7-bdde-e1003d958526,wasabi powder,465,,0
a0401bf9-9ebf-47d5-beb2-26ffea913987,Kafir lime leafs,466,,0
89cb0ac6-4cca-475d-88ff-f5b17f9abe88,shimeji mushroom,467,,0
d65e1f8d-d154-4411-b636-c85bcc6447e0,Teriyski sauce,468,,0
44f2e89e-ab98-49d5-bfe3-5240475fbe48,corn fresh,469,,0
077c52b8-de72-4389-b332-26b232c6a218,fish sauce,470,,0
d039b4a0-bbee-448e-965d-0c43b84bce7f,Combu,459,,0
770ae977-757d-4412-8fc3-59f873784481,Sushizo,471,,0
2fd96373-d043-450a-bf35-dec992eaa358,Sushi rice S/F,472,,0
aab2f74d-d3cb-4c63-a145-ed3d7de1a320,Edamame tom yam s/f,473,,0
3be36d50-fe86-4185-be0b-5b1a0ca20197,Corn boiled s/f,474,,0
de92818b-f974-4ac1-839f-f44a51e346d8,breaded sushi rice s/f,475,,0
c194c869-21d1-4801-b887-fb391512e81c,soy milk,476,,0
573cf2a9-729f-445c-b6de-b4a5f7be844b,omlet sausages s/f,477,,0
bf01fd26-d304-4356-b48f-e2fdafe78105,Shrimp boiled,478,,0
67e63c52-9eac-460f-a77f-44411e0cc271,Fryed shimeji s/f,479,,0
7bdbfad8-d080-4819-b9e4-5655614d3986,sesame oil,481,,0
e76276ed-38f5-4c15-9164-3a5e0e0104d3,Tuna tartar,482,,0
611622fb-744b-47e6-b5a7-97a89b8d0250,Minced beef 80/20,484,,0
8651d6ba-39c8-4dd0-b18a-0c7ed7aa838b,star anise,485,,0
a8a309c2-dabc-490b-a380-6ff29970caa7,marinaded red onion,486,,0
c96fec02-90a0-43a5-8976-02ba0f6c3fa2,Azian big breakfast,480,,0
49b36a90-9806-4f18-a041-72195a0542fa,Edo breakfast,483,,0
2cd1bcd3-ca26-4bfc-8962-ffe0f8664c1a,Carbonara hashbrown,424,,0
2c822e3f-1ca1-4b54-bada-cdfef54d0bc1,Santan Kara,488,,0
d79c84c4-f446-4a5a-9d41-032952c9bd43,terasi udang,489,,0
df801cda-e5cd-482d-8d75-015fd55c0519,pizza toping,490,,0
5e9b6049-ce85-4609-a4e1-800bd3b063ea,Tempe,491,,0
12837031-c880-4e03-9240-316397bfebb9,fried onion,492,,0
f64d7a38-fbfa-4dd1-a6c9-f5f801d738ec,avocado frozen,493,,0
4383cea4-d6d9-4605-921f-647402a96373,Brioche loaf ,430,,0
64b1b43b-7cc9-46d3-b02d-a5790c280ae3,banana bread with whipped coffe and walnut,452,,0
2f6add10-fc52-4014-8f28-e3cd919186d7,Peanut butter cheesecake,209,,0
895b65ab-fcfe-40b3-b0ec-1f5247a21131,Rucolla,494,,0
eb585bcb-13f1-4188-9609-1003da75f2ea,Smoked Pork Leg Ham,495,,0
